transaction_id,date,customer_id,gender,age,product_category,quantity,price_per_unit,total_amount,year,month,age_group,revenue_per_item
857,2021-12-31,CUST857,Male,60,Accessories,2,25,50,2021,12,50+,25.0
858,2021-09-09,CUST858,Male,23,Accessories,2,50,100,2021,9,18-25,50.0
859,2021-08-18,CUST859,Female,56,Home,3,500,1500,2021,8,50+,500.0
860,2021-01-09,CUST860,Male,63,Accessories,4,50,200,2021,1,50+,50.0
861,2021-02-17,CUST861,Female,41,Clothing,3,30,90,2021,2,36-50,30.0
862,2021-05-31,CUST862,Male,28,Home,4,300,1200,2021,5,26-35,300.0
863,2021-04-24,CUST863,Female,30,Books,2,25,50,2021,4,26-35,25.0
864,2021-07-27,CUST864,Female,51,Books,1,500,500,2021,7,50+,500.0
865,2021-12-21,CUST865,Female,42,Accessories,1,300,300,2021,12,36-50,300.0
866,2021-05-05,CUST866,Male,24,Accessories,1,50,50,2021,5,18-25,50.0
867,2021-06-06,CUST867,Male,21,Electronics,1,500,500,2021,6,18-25,500.0
868,2021-12-06,CUST868,Female,25,Accessories,1,300,300,2021,12,18-25,300.0
869,2021-10-25,CUST869,Male,37,Sports,3,500,1500,2021,10,36-50,500.0
870,2021-07-08,CUST870,Female,46,Clothing,4,30,120,2021,7,36-50,30.0
871,2021-08-31,CUST871,Male,62,Accessories,2,30,60,2021,8,50+,30.0
872,2021-10-11,CUST872,Female,63,Sports,3,25,75,2021,10,50+,25.0
873,2021-09-29,CUST873,Female,27,Beauty,4,25,100,2021,9,26-35,25.0
874,2021-06-26,CUST874,Male,60,Sports,1,30,30,2021,6,50+,30.0
875,2021-08-06,CUST875,Female,51,Clothing,4,500,2000,2021,8,50+,500.0
876,2021-10-09,CUST876,Male,43,Electronics,4,30,120,2021,10,36-50,30.0
877,2021-06-19,CUST877,Female,58,Electronics,1,25,25,2021,6,50+,25.0
878,2021-06-30,CUST878,Female,20,Home,1,30,30,2021,6,18-25,30.0
879,2021-12-26,CUST879,Male,23,Home,1,30,30,2021,12,18-25,30.0
880,2021-08-21,CUST880,Male,22,Electronics,2,500,1000,2021,8,18-25,500.0
881,2021-05-19,CUST881,Male,22,Sports,1,300,300,2021,5,18-25,300.0
882,2021-06-06,CUST882,Female,64,Books,2,25,50,2021,6,50+,25.0
883,2021-05-09,CUST883,Male,40,Accessories,1,500,500,2021,5,36-50,500.0
884,2021-04-29,CUST884,Female,26,Books,2,30,60,2021,4,26-35,30.0
885,2021-03-03,CUST885,Female,52,Clothing,4,30,120,2021,3,50+,30.0
886,2021-04-09,CUST886,Male,37,Clothing,3,300,900,2021,4,36-50,300.0
887,2021-06-11,CUST887,Male,59,Accessories,4,25,100,2021,6,50+,25.0
888,2021-03-03,CUST888,Female,52,Sports,4,25,100,2021,3,50+,25.0
889,2021-10-02,CUST889,Female,35,Electronics,1,50,50,2021,10,26-35,50.0
890,2021-12-20,CUST890,Male,34,Books,2,25,50,2021,12,26-35,25.0
891,2021-04-05,CUST891,Male,41,Home,3,300,900,2021,4,36-50,300.0
892,2021-04-09,CUST892,Male,20,Books,1,50,50,2021,4,18-25,50.0
893,2021-04-21,CUST893,Male,49,Home,1,50,50,2021,4,36-50,50.0
894,2021-09-05,CUST894,Male,52,Accessories,1,30,30,2021,9,50+,30.0
895,2021-05-22,CUST895,Female,55,Beauty,4,30,120,2021,5,50+,30.0
896,2021-10-29,CUST896,Female,30,Beauty,2,25,50,2021,10,26-35,25.0
897,2021-09-26,CUST897,Female,64,Electronics,2,50,100,2021,9,50+,50.0
898,2021-11-02,CUST898,Female,42,Electronics,3,30,90,2021,11,36-50,30.0
899,2021-05-25,CUST899,Male,26,Accessories,2,300,600,2021,5,26-35,300.0
900,2021-02-21,CUST900,Male,21,Books,2,30,60,2021,2,18-25,30.0
901,2021-04-10,CUST901,Male,31,Accessories,1,30,30,2021,4,26-35,30.0
902,2021-06-01,CUST902,Female,54,Beauty,1,50,50,2021,6,50+,50.0
903,2021-04-27,CUST903,Female,51,Sports,4,50,200,2021,4,50+,50.0
904,2021-07-04,CUST904,Male,28,Clothing,1,500,500,2021,7,26-35,500.0
905,2021-04-02,CUST905,Male,58,Electronics,1,300,300,2021,4,50+,300.0
906,2021-06-04,CUST906,Female,20,Home,1,50,50,2021,6,18-25,50.0
907,2021-01-08,CUST907,Female,45,Home,1,25,25,2021,1,36-50,25.0
908,2021-12-29,CUST908,Male,46,Beauty,4,300,1200,2021,12,36-50,300.0
909,2021-10-01,CUST909,Male,26,Electronics,1,300,300,2021,10,26-35,300.0
910,2021-03-06,CUST910,Female,20,Beauty,3,50,150,2021,3,18-25,50.0
911,2021-05-21,CUST911,Male,42,Books,3,300,900,2021,5,36-50,300.0
912,2021-01-24,CUST912,Male,51,Home,3,50,150,2021,1,50+,50.0
913,2021-01-28,CUST913,Male,29,Beauty,3,30,90,2021,1,26-35,30.0
914,2021-10-11,CUST914,Female,59,Books,1,500,500,2021,10,50+,500.0
915,2021-05-30,CUST915,Female,26,Sports,3,30,90,2021,5,26-35,30.0
916,2021-12-24,CUST916,Female,32,Accessories,1,50,50,2021,12,26-35,50.0
917,2021-03-06,CUST917,Female,57,Sports,4,50,200,2021,3,50+,50.0
918,2021-11-23,CUST918,Female,42,Home,3,30,90,2021,11,36-50,30.0
919,2021-09-09,CUST919,Female,22,Electronics,2,25,50,2021,9,18-25,25.0
920,2021-02-22,CUST920,Female,28,Accessories,3,25,75,2021,2,26-35,25.0
921,2021-01-07,CUST921,Male,51,Accessories,3,25,75,2021,1,50+,25.0
922,2021-10-21,CUST922,Male,41,Clothing,1,50,50,2021,10,36-50,50.0
923,2021-05-26,CUST923,Male,32,Electronics,3,300,900,2021,5,26-35,300.0
924,2021-08-29,CUST924,Male,55,Beauty,2,50,100,2021,8,50+,50.0
925,2021-09-03,CUST925,Male,25,Home,1,300,300,2021,9,18-25,300.0
926,2021-08-14,CUST926,Male,22,Beauty,1,30,30,2021,8,18-25,30.0
927,2021-06-24,CUST927,Male,43,Beauty,4,500,2000,2021,6,36-50,500.0
928,2021-04-05,CUST928,Female,35,Accessories,4,300,1200,2021,4,26-35,300.0
929,2021-01-27,CUST929,Female,23,Home,3,25,75,2021,1,18-25,25.0
930,2021-05-10,CUST930,Male,54,Electronics,4,50,200,2021,5,50+,50.0
931,2021-09-02,CUST931,Male,30,Clothing,4,30,120,2021,9,26-35,30.0
932,2021-02-28,CUST932,Female,45,Beauty,4,25,100,2021,2,36-50,25.0
933,2021-02-03,CUST933,Male,22,Home,1,30,30,2021,2,18-25,30.0
934,2021-07-25,CUST934,Male,30,Sports,1,500,500,2021,7,26-35,500.0
935,2021-09-09,CUST935,Female,34,Electronics,1,50,50,2021,9,26-35,50.0
936,2021-02-07,CUST936,Male,57,Accessories,4,50,200,2021,2,50+,50.0
937,2021-10-23,CUST937,Female,62,Clothing,1,500,500,2021,10,50+,500.0
938,2021-11-19,CUST938,Male,49,Sports,4,50,200,2021,11,36-50,50.0
939,2021-12-18,CUST939,Female,46,Accessories,1,300,300,2021,12,36-50,300.0
940,2021-01-28,CUST940,Female,20,Accessories,1,30,30,2021,1,18-25,30.0
941,2021-03-19,CUST941,Female,57,Home,2,25,50,2021,3,50+,25.0
942,2021-03-18,CUST942,Male,51,Beauty,3,500,1500,2021,3,50+,500.0
943,2021-10-16,CUST943,Female,57,Sports,4,300,1200,2021,10,50+,300.0
944,2021-06-05,CUST944,Male,44,Sports,2,25,50,2021,6,36-50,25.0
945,2021-02-13,CUST945,Male,30,Beauty,1,25,25,2021,2,26-35,25.0
946,2021-05-08,CUST946,Male,62,Beauty,4,500,2000,2021,5,50+,500.0
947,2021-03-02,CUST947,Male,50,Books,1,300,300,2021,3,36-50,300.0
948,2021-10-13,CUST948,Female,23,Sports,3,25,75,2021,10,18-25,25.0
949,2021-08-02,CUST949,Female,41,Clothing,2,25,50,2021,8,36-50,25.0
950,2021-11-07,CUST950,Male,36,Home,3,300,900,2021,11,36-50,300.0
951,2021-11-02,CUST951,Male,33,Books,2,50,100,2021,11,26-35,50.0
952,2021-11-13,CUST952,Female,57,Sports,1,25,25,2021,11,50+,25.0
953,2021-04-26,CUST953,Male,45,Sports,3,30,90,2021,4,36-50,30.0
954,2021-09-25,CUST954,Female,50,Books,3,300,900,2021,9,36-50,300.0
955,2021-07-14,CUST955,Male,58,Sports,1,25,25,2021,7,50+,25.0
956,2021-08-19,CUST956,Male,30,Clothing,3,500,1500,2021,8,26-35,500.0
957,2021-08-15,CUST957,Female,60,Clothing,4,30,120,2021,8,50+,30.0
958,2021-06-02,CUST958,Male,62,Clothing,2,25,50,2021,6,50+,25.0
959,2021-10-29,CUST959,Female,42,Sports,2,30,60,2021,10,36-50,30.0
960,2021-08-08,CUST960,Male,59,Electronics,2,30,60,2021,8,50+,30.0
961,2021-06-06,CUST961,Male,53,Clothing,4,50,200,2021,6,50+,50.0
962,2021-10-19,CUST962,Male,44,Electronics,2,30,60,2021,10,36-50,30.0
963,2021-11-14,CUST963,Female,55,Home,1,50,50,2021,11,50+,50.0
964,2021-01-31,CUST964,Male,24,Sports,3,300,900,2021,1,18-25,300.0
965,2021-11-09,CUST965,Male,22,Clothing,4,50,200,2021,11,18-25,50.0
966,2021-02-20,CUST966,Male,60,Electronics,2,500,1000,2021,2,50+,500.0
967,2021-04-17,CUST967,Male,62,Accessories,1,25,25,2021,4,50+,25.0
968,2021-11-17,CUST968,Female,48,Beauty,3,300,900,2021,11,36-50,300.0
969,2021-04-19,CUST969,Female,40,Sports,3,300,900,2021,4,36-50,300.0
970,2021-05-16,CUST970,Male,59,Electronics,4,500,2000,2021,5,50+,500.0
971,2021-12-05,CUST971,Female,27,Sports,4,50,200,2021,12,26-35,50.0
972,2021-02-11,CUST972,Male,49,Books,4,25,100,2021,2,36-50,25.0
973,2021-03-22,CUST973,Male,60,Electronics,1,50,50,2021,3,50+,50.0
974,2021-05-03,CUST974,Male,47,Home,1,30,30,2021,5,36-50,30.0
975,2021-03-30,CUST975,Female,56,Beauty,4,50,200,2021,3,50+,50.0
976,2021-10-10,CUST976,Female,48,Accessories,2,300,600,2021,10,36-50,300.0
977,2021-02-08,CUST977,Female,35,Accessories,3,25,75,2021,2,26-35,25.0
978,2021-03-22,CUST978,Female,53,Books,3,50,150,2021,3,50+,50.0
979,2021-01-02,CUST979,Female,19,Books,1,25,25,2021,1,18-25,25.0
980,2021-07-29,CUST980,Female,31,Books,3,25,75,2021,7,26-35,25.0
981,2021-08-19,CUST981,Female,30,Accessories,2,30,60,2021,8,26-35,30.0
982,2021-12-19,CUST982,Female,46,Sports,3,30,90,2021,12,36-50,30.0
983,2021-11-01,CUST983,Female,29,Sports,1,300,300,2021,11,26-35,300.0
984,2021-08-29,CUST984,Male,56,Books,1,500,500,2021,8,50+,500.0
985,2021-05-30,CUST985,Female,19,Electronics,2,25,50,2021,5,18-25,25.0
986,2021-01-17,CUST986,Female,49,Accessories,2,500,1000,2021,1,36-50,500.0
987,2021-04-29,CUST987,Female,30,Home,3,300,900,2021,4,26-35,300.0
988,2021-05-28,CUST988,Female,63,Sports,3,25,75,2021,5,50+,25.0
989,2021-12-28,CUST989,Female,44,Electronics,1,25,25,2021,12,36-50,25.0
990,2021-05-25,CUST990,Female,58,Electronics,2,500,1000,2021,5,50+,500.0
991,2021-12-26,CUST991,Female,34,Accessories,2,50,100,2021,12,26-35,50.0
992,2021-08-21,CUST992,Female,57,Electronics,2,30,60,2021,8,50+,30.0
993,2021-02-06,CUST993,Female,48,Clothing,3,50,150,2021,2,36-50,50.0
994,2021-12-18,CUST994,Female,51,Beauty,2,500,1000,2021,12,50+,500.0
995,2021-04-30,CUST995,Female,41,Beauty,1,30,30,2021,4,36-50,30.0
996,2021-05-16,CUST996,Male,62,Clothing,1,50,50,2021,5,50+,50.0
997,2021-11-17,CUST997,Male,52,Clothing,3,30,90,2021,11,50+,30.0
998,2021-10-29,CUST998,Female,23,Accessories,4,25,100,2021,10,18-25,25.0
999,2021-12-05,CUST999,Female,36,Clothing,3,50,150,2021,12,36-50,50.0
1000,2021-04-12,CUST1000,Male,47,Home,4,30,120,2021,4,36-50,30.0
1,2022-11-24,CUST001,Male,34,Clothing,3,50,150,2022,11,26-35,50.0
2,2022-02-27,CUST002,Female,26,Electronics,2,500,1000,2022,2,26-35,500.0
3,2022-01-13,CUST003,Male,50,Beauty,1,30,30,2022,1,36-50,30.0
4,2022-05-21,CUST004,Male,37,Clothing,1,500,500,2022,5,36-50,500.0
5,2022-05-06,CUST005,Male,30,Accessories,2,50,100,2022,5,26-35,50.0
6,2022-04-25,CUST006,Female,45,Books,1,30,30,2022,4,36-50,30.0
7,2022-03-13,CUST007,Male,46,Accessories,2,25,50,2022,3,36-50,25.0
8,2022-02-22,CUST008,Male,30,Beauty,4,25,100,2022,2,26-35,25.0
9,2022-12-13,CUST009,Male,63,Electronics,2,300,600,2022,12,50+,300.0
10,2022-10-07,CUST010,Female,52,Home,4,50,200,2022,10,50+,50.0
11,2022-02-14,CUST011,Male,23,Electronics,2,50,100,2022,2,18-25,50.0
12,2022-10-30,CUST012,Male,35,Home,3,25,75,2022,10,26-35,25.0
13,2022-08-05,CUST013,Male,22,Home,3,500,1500,2022,8,18-25,500.0
14,2022-01-17,CUST014,Male,64,Home,4,30,120,2022,1,50+,30.0
15,2022-01-16,CUST015,Female,42,Home,4,500,2000,2022,1,36-50,500.0
16,2022-02-17,CUST016,Male,19,Electronics,3,500,1500,2022,2,18-25,500.0
17,2022-04-22,CUST017,Female,27,Home,4,25,100,2022,4,26-35,25.0
18,2022-04-30,CUST018,Female,47,Accessories,2,25,50,2022,4,36-50,25.0
19,2022-09-16,CUST019,Female,62,Beauty,2,25,50,2022,9,50+,25.0
20,2022-11-05,CUST020,Male,22,Accessories,3,300,900,2022,11,18-25,300.0
21,2022-01-14,CUST021,Female,50,Books,1,500,500,2022,1,36-50,500.0
22,2022-10-15,CUST022,Male,18,Home,2,50,100,2022,10,,50.0
23,2022-04-12,CUST023,Female,35,Books,4,30,120,2022,4,26-35,30.0
24,2022-11-29,CUST024,Female,49,Home,1,300,300,2022,11,36-50,300.0
25,2022-12-26,CUST025,Female,64,Electronics,1,50,50,2022,12,50+,50.0
26,2022-10-07,CUST026,Female,28,Sports,2,500,1000,2022,10,26-35,500.0
27,2022-08-03,CUST027,Female,38,Sports,2,25,50,2022,8,36-50,25.0
28,2022-04-23,CUST028,Female,43,Books,1,500,500,2022,4,36-50,500.0
29,2022-08-18,CUST029,Female,42,Clothing,1,30,30,2022,8,36-50,30.0
30,2022-10-29,CUST030,Female,39,Beauty,3,300,900,2022,10,36-50,300.0
31,2022-05-23,CUST031,Male,44,Electronics,4,300,1200,2022,5,36-50,300.0
32,2022-01-04,CUST032,Male,30,Clothing,3,30,90,2022,1,26-35,30.0
33,2022-03-23,CUST033,Female,50,Accessories,2,50,100,2022,3,36-50,50.0
34,2022-12-24,CUST034,Female,51,Home,3,50,150,2022,12,50+,50.0
35,2022-08-05,CUST035,Female,58,Electronics,3,300,900,2022,8,50+,300.0
36,2022-06-24,CUST036,Male,52,Books,3,300,900,2022,6,50+,300.0
37,2022-05-23,CUST037,Female,18,Sports,3,25,75,2022,5,,25.0
38,2022-03-21,CUST038,Male,38,Accessories,4,50,200,2022,3,36-50,50.0
39,2022-04-21,CUST039,Male,23,Clothing,4,30,120,2022,4,18-25,30.0
40,2022-06-22,CUST040,Male,45,Electronics,1,50,50,2022,6,36-50,50.0
41,2022-02-22,CUST041,Male,34,Electronics,2,25,50,2022,2,26-35,25.0
42,2022-02-17,CUST042,Male,22,Electronics,3,300,900,2022,2,18-25,300.0
43,2022-07-14,CUST043,Female,48,Accessories,1,300,300,2022,7,36-50,300.0
44,2022-02-19,CUST044,Female,22,Books,1,25,25,2022,2,18-25,25.0
45,2022-07-03,CUST045,Female,55,Books,1,30,30,2022,7,50+,30.0
46,2022-06-26,CUST046,Female,20,Beauty,4,300,1200,2022,6,18-25,300.0
47,2022-11-06,CUST047,Female,40,Sports,3,500,1500,2022,11,36-50,500.0
48,2022-05-16,CUST048,Male,54,Beauty,3,300,900,2022,5,50+,300.0
49,2022-01-23,CUST049,Female,54,Accessories,2,500,1000,2022,1,50+,500.0
50,2022-08-24,CUST050,Female,27,Electronics,3,25,75,2022,8,26-35,25.0
51,2022-10-02,CUST051,Male,27,Sports,3,25,75,2022,10,26-35,25.0
52,2022-03-05,CUST052,Female,36,Sports,1,300,300,2022,3,36-50,300.0
53,2022-07-13,CUST053,Male,34,Books,2,50,100,2022,7,26-35,50.0
54,2022-02-10,CUST054,Female,38,Clothing,3,500,1500,2022,2,36-50,500.0
55,2022-10-10,CUST055,Male,31,Beauty,4,30,120,2022,10,26-35,30.0
56,2022-05-31,CUST056,Female,26,Clothing,3,300,900,2022,5,26-35,300.0
57,2022-11-18,CUST057,Female,63,Beauty,1,30,30,2022,11,50+,30.0
58,2022-11-13,CUST058,Male,18,Accessories,4,300,1200,2022,11,,300.0
59,2022-07-05,CUST059,Male,62,Home,1,50,50,2022,7,50+,50.0
60,2022-10-23,CUST060,Male,30,Clothing,3,50,150,2022,10,26-35,50.0
61,2022-04-09,CUST061,Male,21,Home,4,50,200,2022,4,18-25,50.0
62,2022-12-27,CUST062,Male,18,Beauty,2,50,100,2022,12,,50.0
63,2022-02-05,CUST063,Male,57,Clothing,2,25,50,2022,2,50+,25.0
64,2022-01-24,CUST064,Male,49,Books,4,25,100,2022,1,36-50,25.0
65,2022-12-05,CUST065,Male,51,Beauty,4,500,2000,2022,12,50+,500.0
66,2022-04-27,CUST066,Female,45,Electronics,1,30,30,2022,4,36-50,30.0
67,2022-05-29,CUST067,Female,48,Clothing,4,300,1200,2022,5,36-50,300.0
68,2022-02-10,CUST068,Male,25,Electronics,1,300,300,2022,2,18-25,300.0
69,2022-04-30,CUST069,Female,56,Sports,3,25,75,2022,4,50+,25.0
70,2022-02-21,CUST070,Female,43,Sports,1,300,300,2022,2,36-50,300.0
71,2022-07-14,CUST071,Female,51,Sports,4,25,100,2022,7,50+,25.0
72,2022-05-23,CUST072,Female,20,Beauty,4,500,2000,2022,5,18-25,500.0
73,2022-08-21,CUST073,Male,29,Clothing,3,30,90,2022,8,26-35,30.0
74,2022-11-22,CUST074,Female,18,Home,4,500,2000,2022,11,,500.0
75,2022-07-06,CUST075,Male,61,Accessories,4,50,200,2022,7,50+,50.0
76,2022-03-25,CUST076,Female,22,Accessories,2,50,100,2022,3,18-25,50.0
77,2022-07-09,CUST077,Female,47,Electronics,2,50,100,2022,7,36-50,50.0
78,2022-07-01,CUST078,Female,47,Sports,3,500,1500,2022,7,36-50,500.0
79,2022-04-18,CUST079,Male,34,Beauty,1,300,300,2022,4,26-35,300.0
80,2022-12-10,CUST080,Female,64,Books,2,30,60,2022,12,50+,30.0
81,2022-05-17,CUST081,Male,40,Accessories,1,50,50,2022,5,36-50,50.0
82,2022-12-26,CUST082,Female,32,Clothing,4,50,200,2022,12,26-35,50.0
83,2022-12-16,CUST083,Male,54,Electronics,2,50,100,2022,12,50+,50.0
84,2022-11-28,CUST084,Female,38,Beauty,3,30,90,2022,11,36-50,30.0
85,2022-02-06,CUST085,Male,31,Sports,3,50,150,2022,2,26-35,50.0
86,2022-11-08,CUST086,Male,19,Sports,3,30,90,2022,11,18-25,30.0
87,2022-11-22,CUST087,Female,28,Clothing,2,50,100,2022,11,26-35,50.0
88,2022-03-29,CUST088,Male,56,Clothing,1,500,500,2022,3,50+,500.0
89,2022-10-01,CUST089,Female,55,Clothing,4,500,2000,2022,10,50+,500.0
90,2022-05-06,CUST090,Female,51,Electronics,1,30,30,2022,5,50+,30.0
91,2022-03-25,CUST091,Female,55,Electronics,1,500,500,2022,3,50+,500.0
92,2022-08-25,CUST092,Female,51,Clothing,4,30,120,2022,8,50+,30.0
93,2022-07-14,CUST093,Female,35,Sports,4,500,2000,2022,7,26-35,500.0
94,2022-05-19,CUST094,Female,47,Electronics,2,500,1000,2022,5,36-50,500.0
95,2022-11-24,CUST095,Female,32,Accessories,2,30,60,2022,11,26-35,30.0
96,2022-12-19,CUST096,Female,44,Sports,2,300,600,2022,12,36-50,300.0
97,2022-10-13,CUST097,Female,51,Electronics,2,500,1000,2022,10,50+,500.0
98,2022-04-23,CUST098,Female,55,Electronics,2,50,100,2022,4,50+,50.0
99,2022-12-17,CUST099,Female,50,Clothing,4,300,1200,2022,12,36-50,300.0
100,2022-06-16,CUST100,Male,41,Electronics,1,30,30,2022,6,36-50,30.0
101,2022-01-29,CUST101,Male,32,Clothing,2,300,600,2022,1,26-35,300.0
102,2022-04-28,CUST102,Female,47,Accessories,2,25,50,2022,4,36-50,25.0
103,2022-01-17,CUST103,Female,59,Accessories,1,25,25,2022,1,50+,25.0
104,2022-06-11,CUST104,Female,34,Books,2,500,1000,2022,6,26-35,500.0
105,2022-07-25,CUST105,Female,22,Clothing,1,500,500,2022,7,18-25,500.0
106,2022-05-18,CUST106,Female,46,Beauty,1,50,50,2022,5,36-50,50.0
107,2022-02-03,CUST107,Female,21,Home,4,300,1200,2022,2,18-25,300.0
108,2022-04-19,CUST108,Female,27,Accessories,3,25,75,2022,4,26-35,25.0
109,2022-10-18,CUST109,Female,34,Clothing,4,500,2000,2022,10,26-35,500.0
110,2022-06-11,CUST110,Male,27,Clothing,3,300,900,2022,6,26-35,300.0
111,2022-04-19,CUST111,Female,34,Sports,3,500,1500,2022,4,26-35,500.0
112,2022-12-02,CUST112,Male,37,Electronics,3,500,1500,2022,12,36-50,500.0
113,2022-09-13,CUST113,Female,41,Clothing,2,25,50,2022,9,36-50,25.0
114,2022-07-22,CUST114,Female,22,Beauty,4,25,100,2022,7,18-25,25.0
115,2022-11-26,CUST115,Male,51,Accessories,3,500,1500,2022,11,50+,500.0
116,2022-08-23,CUST116,Female,23,Home,1,30,30,2022,8,18-25,30.0
117,2022-03-15,CUST117,Male,19,Accessories,2,500,1000,2022,3,18-25,500.0
118,2022-05-16,CUST118,Female,30,Electronics,4,500,2000,2022,5,26-35,500.0
119,2022-03-13,CUST119,Female,60,Home,3,50,150,2022,3,50+,50.0
120,2022-05-07,CUST120,Male,60,Accessories,1,50,50,2022,5,50+,50.0
121,2022-10-15,CUST121,Female,28,Beauty,4,50,200,2022,10,26-35,50.0
122,2022-10-03,CUST122,Male,64,Beauty,4,30,120,2022,10,50+,30.0
123,2022-05-15,CUST123,Female,40,Sports,2,30,60,2022,5,36-50,30.0
124,2022-10-27,CUST124,Male,33,Beauty,4,500,2000,2022,10,26-35,500.0
125,2022-08-08,CUST125,Male,48,Beauty,2,50,100,2022,8,36-50,50.0
126,2022-10-26,CUST126,Female,28,Sports,3,30,90,2022,10,26-35,30.0
127,2022-07-24,CUST127,Female,33,Beauty,2,25,50,2022,7,26-35,25.0
128,2022-07-05,CUST128,Male,25,Accessories,1,500,500,2022,7,18-25,500.0
129,2022-04-23,CUST129,Female,21,Home,2,300,600,2022,4,18-25,300.0
130,2022-03-12,CUST130,Female,57,Home,1,500,500,2022,3,50+,500.0
131,2022-09-18,CUST131,Female,21,Beauty,2,300,600,2022,9,18-25,300.0
132,2022-09-10,CUST132,Male,42,Home,4,50,200,2022,9,36-50,50.0
133,2022-02-16,CUST133,Male,20,Electronics,3,300,900,2022,2,18-25,300.0
134,2022-01-25,CUST134,Male,49,Beauty,1,50,50,2022,1,36-50,50.0
135,2022-02-26,CUST135,Male,20,Clothing,2,25,50,2022,2,18-25,25.0
136,2022-03-20,CUST136,Male,44,Home,2,300,600,2022,3,36-50,300.0
137,2022-11-18,CUST137,Male,46,Beauty,2,500,1000,2022,11,36-50,500.0
138,2022-03-23,CUST138,Male,49,Books,4,50,200,2022,3,36-50,50.0
139,2022-12-15,CUST139,Male,36,Electronics,4,500,2000,2022,12,36-50,500.0
140,2022-08-05,CUST140,Male,38,Electronics,1,30,30,2022,8,36-50,30.0
141,2022-11-02,CUST141,Female,22,Sports,1,50,50,2022,11,18-25,50.0
142,2022-02-02,CUST142,Male,35,Accessories,4,300,1200,2022,2,26-35,300.0
143,2022-07-17,CUST143,Female,45,Clothing,1,50,50,2022,7,36-50,50.0
144,2022-07-15,CUST144,Female,59,Beauty,3,500,1500,2022,7,50+,500.0
145,2022-11-02,CUST145,Female,39,Electronics,3,25,75,2022,11,36-50,25.0
146,2022-08-28,CUST146,Male,38,Books,4,50,200,2022,8,36-50,50.0
147,2022-09-28,CUST147,Male,23,Accessories,1,300,300,2022,9,18-25,300.0
148,2022-05-09,CUST148,Male,18,Beauty,2,30,60,2022,5,,30.0
149,2022-10-11,CUST149,Male,22,Electronics,3,25,75,2022,10,18-25,25.0
150,2022-01-06,CUST150,Female,58,Sports,4,30,120,2022,1,50+,30.0
151,2022-12-15,CUST151,Male,29,Clothing,1,50,50,2022,12,26-35,50.0
152,2022-02-28,CUST152,Male,43,Home,4,500,2000,2022,2,36-50,500.0
153,2022-12-16,CUST153,Male,63,Beauty,2,500,1000,2022,12,50+,500.0
154,2022-10-02,CUST154,Male,51,Electronics,3,300,900,2022,10,50+,300.0
155,2022-05-17,CUST155,Male,31,Clothing,4,500,2000,2022,5,26-35,500.0
156,2022-11-25,CUST156,Female,43,Books,4,25,100,2022,11,36-50,25.0
157,2022-06-24,CUST157,Male,62,Beauty,4,500,2000,2022,6,50+,500.0
158,2022-02-27,CUST158,Female,44,Electronics,2,300,600,2022,2,36-50,300.0
159,2022-05-31,CUST159,Male,26,Sports,4,50,200,2022,5,26-35,50.0
160,2022-08-11,CUST160,Female,43,Beauty,2,50,100,2022,8,36-50,50.0
161,2022-03-22,CUST161,Male,64,Electronics,2,500,1000,2022,3,50+,500.0
162,2022-08-21,CUST162,Male,39,Electronics,2,30,60,2022,8,36-50,30.0
163,2022-01-02,CUST163,Female,64,Beauty,3,50,150,2022,1,50+,50.0
164,2022-05-15,CUST164,Female,47,Home,3,500,1500,2022,5,36-50,500.0
165,2022-09-14,CUST165,Female,60,Clothing,4,300,1200,2022,9,50+,300.0
166,2022-04-02,CUST166,Male,34,Electronics,4,500,2000,2022,4,26-35,500.0
167,2022-09-17,CUST167,Female,43,Beauty,3,50,150,2022,9,36-50,50.0
168,2022-02-24,CUST168,Male,53,Electronics,1,300,300,2022,2,50+,300.0
169,2022-11-17,CUST169,Male,18,Electronics,3,500,1500,2022,11,,500.0
170,2022-06-02,CUST170,Female,25,Sports,2,25,50,2022,6,18-25,25.0
171,2022-11-24,CUST171,Female,52,Home,3,300,900,2022,11,50+,300.0
172,2022-09-17,CUST172,Male,32,Home,2,25,50,2022,9,26-35,25.0
173,2022-11-08,CUST173,Male,64,Sports,4,30,120,2022,11,50+,30.0
174,2022-04-12,CUST174,Female,39,Books,1,300,300,2022,4,36-50,300.0
175,2022-03-20,CUST175,Female,31,Sports,4,25,100,2022,3,26-35,25.0
176,2022-07-11,CUST176,Female,43,Beauty,2,50,100,2022,7,36-50,50.0
177,2022-03-24,CUST177,Male,45,Accessories,2,50,100,2022,3,36-50,50.0
178,2022-10-04,CUST178,Male,40,Accessories,2,30,60,2022,10,36-50,30.0
179,2022-09-29,CUST179,Male,31,Beauty,1,300,300,2022,9,26-35,300.0
180,2022-01-01,CUST180,Male,41,Beauty,3,300,900,2022,1,36-50,300.0
181,2022-11-03,CUST181,Male,19,Accessories,4,300,1200,2022,11,18-25,300.0
182,2022-06-15,CUST182,Male,62,Sports,4,30,120,2022,6,50+,30.0
183,2022-09-08,CUST183,Female,43,Electronics,3,300,900,2022,9,36-50,300.0
184,2022-01-10,CUST184,Male,31,Electronics,4,50,200,2022,1,26-35,50.0
185,2022-02-27,CUST185,Male,24,Clothing,1,25,25,2022,2,18-25,25.0
186,2022-07-05,CUST186,Male,20,Accessories,4,50,200,2022,7,18-25,50.0
